ligand,receptor,dist,correspondence,dist,correspondence,diff2,FC,p_val,q_val,enriched_rank
EFNA1,PTK7,0.009211230806371162,0.43036118,0.012301879827477795,0.105299465,9.552111371667388e-06,5.112505538496387,0.023753991843350475,0.8488345237527574,40
THBS2,ITGA1,0.010409481759934785,0.26640108,0.013488369745741349,0.08505432,9.479551229143999e-06,5.073669712981911,0.02429190528713321,0.8488345237527574,41
VEGFB,DDR2,0.002597484036068907,2.455048,0.005609876591808996,1.437215,9.074508909878302e-06,4.856881924397969,0.027536058417218845,0.8488345237527574,42
VEGFA,DDR2,0.005091212046668911,1.270837,0.008101725525217105,0.514236,9.063191404520344e-06,4.85082454016393,0.02763291993872441,0.8488345237527574,43
VEGFB,EGFR,0.004613219981174744,1.2783493,0.0075909158588130495,1.1849194,8.866672739704158e-06,4.745643316537212,0.029372569400059945,0.8488345237527574,44
VEGFA,EGFR,0.007108195088614849,0.6617278,0.010082815800302635,0.42396453,8.84836837840195e-06,4.735846409351461,0.0295403094531711,0.8488345237527574,45
CXCL8,EGFR,0.0014562125057691188,5.4484053,0.0044305974304300316,3.2941988,8.846965680050105e-06,4.735095653543282,0.029553204790560783,0.8488345237527574,46
FGF18,PTK7,0.0054610620795572,1.1005099,0.008418824139209203,0.45245442,8.748356401516858e-06,4.68231774266761,0.030474605266599064,0.8488345237527574,47
LAMB1,ITGA1,0.0010431035833310066,4.3091083,0.0039733273706068105,2.3639672,8.586211443516954e-06,4.595534102532029,0.03205535368003809,0.8488345237527574,48
LAMC2,DAG1,0.00997172062046735,0.40052265,0.012858476715782321,0.06409806,8.333360753838143e-06,4.460202708131641,0.0346933802443703,0.8488345237527574,49
VEGFA,SPHK1,0.0052343570559787575,1.2568946,0.008118191079729201,0.49794063,8.316498676540674e-06,4.451177743888702,0.03487718545179819,0.8488345237527574,50
LAMB3,DAG1,0.007224581134940941,0.7954286,0.010028310988398882,0.22970338,7.860901091171288e-06,4.207331636164774,0.04024960488930074,0.8488345237527574,51
EFNA1,EPHB2,0.013803751808351566,0.12480937,0.01659296937725898,0.03470881,7.779734646701787e-06,4.163889523657459,0.041294473979086366,0.8488345237527574,52
TGFB1,GLG1,0.009310880830772575,0.24822743,0.012091561491616701,0.14093882,7.73218493759253e-06,4.13843984643782,0.0419197881295027,0.8488345237527574,53
CXCL8,SDC1,0.0075444871527801894,1.4903849,0.010320602142405995,0.3107157,7.706814435625086e-06,4.124860981328719,0.042257492477668857,0.8488345237527574,54
LAMC2,ITGB1,0.00334448306148842,16.220276,0.006107374453182296,2.6730976,7.633568842296124e-06,4.0856582870766935,0.04324860152622689,0.8488345237527574,55
LAMC2,ITGA2,0.003344486312185149,7.4316034,0.006107374453182296,1.2704142,7.63355087966267e-06,4.085648673069962,0.043248847560348636,0.8488345237527574,56
VEGFB,PTK7,0.006807666970391109,0.8010598,0.00956180502143186,0.3428526,7.585276404190543e-06,4.059811084539399,0.04391541214167205,0.8488345237527574,57
VEGFA,PTK7,0.009303090740625177,0.41466245,0.01205328249094399,0.12267277,7.5635546635216565e-06,4.0481851188073765,0.04421885984579932,0.8488345237527574,58
LAMA3,ITGB3,0.010778684492531448,0.3195702,0.013522840884161792,0.06423931,7.530394301725669e-06,4.030436944948833,0.04468636589965069,0.8488345237527574,59
INHBA,TGFB1,0.00896593082900929,0.35674933,0.011704740027586572,0.26375568,7.501075826211531e-06,4.014745035316069,0.045104042615423445,0.8488345237527574,60
IL6,NOTCH3,0.009312345314900218,0.5169411,0.01204630294038092,0.0997482,7.4745242979240805e-06,4.000534058272002,0.04548584914105569,0.8488345237527574,61
TGFB1,ITGB3,0.015677655511515447,0.06402454,0.01838182249889185,0.014218538,7.312519095616375e-06,3.913825218536312,0.047890475681828915,0.8488345237527574,62
LAMC2,ITGA3,0.010194099281195678,0.39058727,0.01289484747823157,0.07213777,7.2940408237926224e-06,3.9039352305153403,0.04817314446520693,0.8488345237527574,63
PLAUR,ITGB3,0.015624587890963477,0.063727364,0.01832406553923163,0.011542966,7.287179573499349e-06,3.9002629345421784,0.048278551270416026,0.8488345237527574,64
EFNA1,MET,0.014225551310150715,0.09134701,0.016923670656489725,0.036592886,7.279848007088847e-06,3.8963389147709346,0.04839145242967258,0.8488345237527574,65
LAMB3,ITGB1,0.0005957171988538565,32.213085,0.003277445040319372,9.579378,7.191664215691293e-06,3.849140959849382,0.049771476258453795,0.8488345237527574,66
LAMB3,ITGA2,0.0005957204721141376,14.75899,0.003277445040319372,4.5526876,7.191646659715551e-06,3.8491315634950345,0.04977175510064735,0.8488345237527574,67
WNT10A,LRP5,0.016933904970174638,0.036647372,0.019591476408791546,0.015306336,7.06268595135234e-06,3.780108882529345,0.05186528551928227,0.8488345237527574,68
LAMC2,ITGA5,0.003708529253159321,2.9241807,0.006365120958531354,0.37395436,7.057479489051487e-06,3.777322266428109,0.05195173800920705,0.8488345237527574,69
FGF18,EPHB2,0.010055201163537305,0.3191597,0.012711352479452003,0.14913803,7.055139813035381e-06,3.776070019032198,0.051990637601162626,0.8488345237527574,70
DUSP18,ITGA1,0.009593092739379278,0.35064602,0.012246148317394592,0.14456658,7.038703900038173e-06,3.7672731475386647,0.05226477223685755,0.8488345237527574,71
EFNA1,LMTK2,0.015362162622190445,0.056108467,0.018011070669566077,0.023215555,7.01671384345138e-06,3.75550357307314,0.052633939113204464,0.8488345237527574,72
TGFB1,F2RL1,0.011091354699274822,0.20050089,0.01373587291721395,0.100518905,6.9934766050119455e-06,3.7430664787388603,0.053027044585045924,0.8488345237527574,73
TGFB1,PLAU,0.009291766310629139,0.30816853,0.011927024930125348,0.16425265,6.9445879916290665e-06,3.716900189741149,0.05386428192679671,0.8488345237527574,74
PLAUR,PLAU,0.009238822775781105,0.3067381,0.011868827850825943,0.13334443,6.916926694761603e-06,3.7020952395124107,0.05434418553136189,0.8488345237527574,75
WNT10A,LRP6,0.012809960474436683,0.12080199,0.015436850600875168,0.054342106,6.900551736379997e-06,3.6933309923045186,0.05463041245883782,0.8488345237527574,76
PDGFB,ITGAV,0.007679758093933923,0.6320693,0.010298914923264905,0.12726478,6.8599824966311204e-06,3.671617419792799,0.05534645057601817,0.8488345237527574,77
LAMB3,ITGA3,0.0074470744197843485,0.7756972,0.010064714582827155,0.25851467,6.852040023174772e-06,3.6673664287862056,0.055487794577240956,0.8488345237527574,78
CCNA2,ITGB3,0.01209608905106522,0.17301334,0.014684618114582873,0.055635303,6.700482712675573e-06,3.5862495364910605,0.05825958705893075,0.8488345237527574,79
LAMC2,ITGA6,0.017046161013625945,0.01908693,0.019627448563139763,0.0033960235,6.663045413275051e-06,3.5662122491224033,0.058966670723569314,0.8488345237527574,80
LAMB3,ITGA5,0.0009590625502500509,5.807354,0.0035349437661780433,1.340112,6.635164038570673e-06,3.551289508269546,0.05949919418579974,0.8488345237527574,81
LAMC2,ITGB4,0.01703298231579089,0.024118707,0.019606748229320584,0.0040139672,6.624270977647345e-06,3.5454592962740206,0.059708634489735624,0.8488345237527574,82
ZP3,EGFR,0.010846414825302242,0.27985018,0.013418612108033768,0.119889595,6.616198861291445e-06,3.5411389174623435,0.05986434234162363,0.8488345237527574,83
FGF18,MET,0.01047713361215425,0.23359051,0.013042211807690171,0.15723358,6.579626149213816e-06,3.5215643767373153,0.060575246457923226,0.8488345237527574,84
CCL20,CXCR4,0.013471449455284184,0.108734936,0.01600898548874632,0.03154204,6.439089121118758e-06,3.4463457882448334,0.06339177627366843,0.8488345237527574,85
CMTM8,EGFR,0.008430757969416922,0.31243303,0.010962448552766289,0.46192092,6.409457209819857e-06,3.430486120707747,0.06400325941637952,0.8488345237527574,86
WNT10A,FZD5,0.019857416090013687,0.0050800485,0.022376344366989435,0.0011858615,6.344999664548011e-06,3.395986988068062,0.06535523881348382,0.8488345237527574,87
FGF18,LMTK2,0.011614084401434152,0.14347929,0.014130265479708968,0.0997534,6.331167218668218e-06,3.388583550920004,0.06564932345780017,0.8488345237527574,88
CXCL2,DPP4,0.007839317418313233,0.7547886,0.010349246348454183,0.232047,6.299743234358495e-06,3.3717647254714644,0.0663226768877232,0.8488345237527574,89
LAMB3,ITGA6,0.01430297143860901,0.037906196,0.016801472902648554,0.012170074,6.242509565807749e-06,3.341131974651362,0.0675681102238006,0.8488345237527574,90
LAMB3,ITGB4,0.014289569245609328,0.047899187,0.016780987498285382,0.014384551,6.207164909767403e-06,3.3222147172271557,0.06834969552963233,0.8488345237527574,91
VEGFA,SIRPA,0.011882164006146372,0.17237173,0.014359275722232123,0.08781162,6.1360824539692905e-06,3.2841697829903453,0.06995099738785138,0.8488345237527574,92
FAS,EGFR,0.010657699176415205,0.2149164,0.01313151306955672,0.16641678,6.1197551778999824e-06,3.275431056431892,0.07032445003988608,0.8488345237527574,93
EFNA1,DDR1,0.012671071863119011,0.14601156,0.015140138970899506,0.06710641,6.096292382723537e-06,3.2628732390425363,0.07086485663884823,0.8488345237527574,94
EFNA1,INSR,0.013280499717723021,0.11884721,0.015734668315860734,0.056429338,6.022943508085225e-06,3.223615266303323,0.0725831599437351,0.8488345237527574,95
VEGFB,EPHB2,0.011400145089324505,0.23231596,0.013853955649635326,0.11301108,6.021186265892905e-06,3.2226747506318496,0.07262486984307492,0.8488345237527574,96
VEGFA,EPHB2,0.013895491312331318,0.12025658,0.01634307565263014,0.0404354,5.990669102876016e-06,3.2063412764006114,0.07335334063464372,0.8488345237527574,97
WNT10A,FZD8,0.014088122857651235,0.08187364,0.016490248859995123,0.045306236,5.770209331136629e-06,3.0883462321451214,0.07885491285961232,0.8488345237527574,98
LAMC2,CD44,0.0037143375671885837,2.5288408,0.006107976145506808,0.5428383,5.729505643613291e-06,3.066560700150851,0.07991838515711858,0.8488345237527574,99
WNT10A,FZD3,0.01967526124434532,0.0128705995,0.022051159492856767,0.0046400065,5.644892487279754e-06,3.0212738296828245,0.0821788934073222,0.8488345237527574,100
RELN,ITGB8,0.017043176595415876,0.015511312,0.01467910925614806,0.08204401,5.5888143845928115e-06,2.9912595637870405,0.08371502937938935,0.8488345237527574,101
FGFR4,PLAU,0.008040249258496399,0.37976235,0.010403914482311163,0.44752008,5.586913290271301e-06,2.9902420552101665,0.08376764621824917,0.8488345237527574,102
VEGFB,MET,0.011821971469564823,0.17003027,0.014184771771495226,0.119145565,5.582825266802401e-06,2.9880540528080752,0.0838809120550219,0.8488345237527574,103
VEGFA,MET,0.014317282394822094,0.088014856,0.01667366505489676,0.042630326,5.5525392407005655e-06,2.971844288269112,0.08472521244825382,0.8488345237527574,104
FGF18,DDR1,0.008921972250563593,0.37337747,0.011257912771712389,0.28834516,5.456618118344908e-06,2.9205051392348302,0.08746048061759681,0.8488345237527574,105
FGF18,INSR,0.009531662461268832,0.3039134,0.011852680431772697,0.24246754,5.387124419401878e-06,2.8833105435153272,0.08950184071204637,0.8488345237527574,106
TGFB1,EGFR,0.011489897228005934,0.15827225,0.013808644891451321,0.12332858,5.37659072673344e-06,2.8776726735185485,0.08981574793305902,0.8488345237527574,107
VEGFB,LMTK2,0.012958660898253158,0.10443841,0.01527264348563241,0.07558931,5.354515414694378e-06,2.865857468411278,0.0904774802059547,0.8488345237527574,108
PLAUR,EGFR,0.011436819682184993,0.15753761,0.013750688141610942,0.10012124,5.353987247526214e-06,2.865574781425394,0.09049337727089068,0.8488345237527574,109
LAMB3,CD44,0.0009648661929263829,5.022218,0.003278046039171596,1.9453285,5.350801001075028e-06,2.863869430430741,0.09058934298972443,0.8488345237527574,110
VEGFA,LMTK2,0.015453872575952458,0.054061744,0.017760643035579594,0.027045878,5.32118995340839e-06,2.848020929580406,0.0914864929736473,0.8488345237527574,111
EFNA1,FGFR1,0.009740576425932998,0.3089278,0.012037855560485866,0.14905187,5.277491422051975e-06,2.824632489591475,0.09282813859252814,0.8488345237527574,112
FBLN1,ITGB1,0.0005630899626461235,22.137291,0.002852139432104587,11.07499,5.239747473628073e-06,2.804431076746323,0.09400418586039716,0.8488345237527574,113
EFNA1,ERBB2,0.014996969232820253,0.071112424,0.01727894759521403,0.029332325,5.207425246433384e-06,2.787131491437935,0.09502418736364049,0.8488345237527574,114
EFNA1,ERBB3,0.018318043872928017,0.007436196,0.020585489681549725,0.0036637536,5.1413104950361495e-06,2.7517453846869966,0.09714832692157893,0.8488345237527574,115
IL1B,LDLR,0.010326557675321672,0.2126558,0.012575593993311011,0.18407223,5.058164359635044e-06,2.707243696923643,0.09989345338154065,0.8488345237527574,116
IL6,AR,0.009392533275091075,0.4370094,0.011613845406902905,0.13455215,4.934227586934417e-06,2.640909939683884,0.10414387944627679,0.8488345237527574,117
RELN,ITGA1,0.010085039273881182,0.2590006,0.01229892966413169,0.24998492,4.9013106600435495e-06,2.623292057679388,0.10530576164320937,0.8488345237527574,118
IL1B,IFNAR1,0.010708961452045064,0.18639274,0.012905139019193776,0.18379927,4.823195906447236e-06,2.5814832789852886,0.10812030366221692,0.8488345237527574,119
S100A9,CD68,0.006934616368480867,0.76979107,0.009127812749442011,0.33178967,4.8101103654610605e-06,2.574479602189342,0.10859981094309801,0.8488345237527574,120
FGF18,FGFR1,0.005990488413558916,0.7899833,0.008154764387844248,0.64045125,4.684090492868724e-06,2.5070309228847933,0.11333928827461448,0.8488345237527574,121
EFNA1,MST1R,0.01869161075007902,0.0031988358,0.020850516607656955,0.0025098473,4.660874501884319e-06,2.49460520066787,0.11423701986437507,0.8488345237527574,122
LAMA1,ITGB3,0.007016220048554904,1.0989635,0.009172716917361864,0.3457512,4.650478745174225e-06,2.489041157108363,0.11464154896448608,0.8488345237527574,123
FGF18,ERBB2,0.011248788631882466,0.1818471,0.013397713828471549,0.12603615,4.617879500535429e-06,2.4715933058133097,0.11592036336330525,0.8488345237527574,124
S100A4,EGFR,0.0067895022133074925,0.71539384,0.008932134887736674,0.4890308,4.590874777531545e-06,2.4571397687311913,0.11699164420919772,0.8488345237527574,125
DPP4,TGFB1,0.004676990541011226,1.1378661,0.006813030116098085,1.1960969,4.562665066337247e-06,2.4420412947803944,0.11812242113005789,0.8488345237527574,126
FGF18,ERBB3,0.01457132720463868,0.019015674,0.016705590939102212,0.015742544,4.555081688246224e-06,2.4379824997158956,0.11842845503176058,0.8488345237527574,127
VEGFB,DDR1,0.010267386819494122,0.271781,0.012400680414028534,0.2184969,4.550941560481555e-06,2.435766609919035,0.11859590347047266,0.8488345237527574,128
VEGFA,DDR1,0.012762845883120395,0.14068535,0.014890717753314658,0.078178264,4.527838695964034e-06,2.4234014355397564,0.11953512598594751,0.8488345237527574,129
RB1,TGFB1,0.005929001001935818,0.88156974,0.008047923731619312,0.6730698,4.489833534369348e-06,2.403060215511627,0.12109814982952849,0.8488345237527574,130
VEGFB,INSR,0.010876846466050817,0.2212182,0.01299538410017119,0.1837326,4.4882017071843466e-06,2.402186824781915,0.12116576633489828,0.8488345237527574,131
TGFB1,SDC1,0.017579912801168433,0.0432946,0.01969829977168032,0.011632609,4.487563356834526e-06,2.4018451652710517,0.1211922284459862,0.8488345237527574,132
VEGFA,INSR,0.013372256694606031,0.114511915,0.015485053914040568,0.06573959,4.4639120904503075e-06,2.389186473838661,0.1221771948468926,0.8488345237527574,133
LGALS3BP,VANGL1,0.016063337661476457,0.034145396,0.018169271066333176,0.032938443,4.434955505691411e-06,2.3736882563037494,0.12339520878239996,0.8488345237527574,134
TNC,ITGB3,0.016160631925966056,0.0713613,0.018260852896364844,0.013430341,4.4109281245028305e-06,2.360828259741467,0.12441611601274771,0.8488345237527574,135
LIF,PLAU,0.0006756458876606204,4.2700605,0.0027685871867712698,2.7669642,4.380403281522973e-06,2.3444906750207593,0.12572664840430092,0.8488345237527574,136
EDIL3,ITGB3,0.01904457924440416,0.011214908,0.021134518880744305,0.0039440216,4.367847683545583e-06,2.3377706356806676,0.12627014832311634,0.8488345237527574,137
VEGFA,ITGB1,0.0047025719528752345,7.9952936,0.006790840925884828,4.005371,4.360867303634543e-06,2.3340345788480548,0.12657344071756438,0.8488345237527574,138
VEGFA,NRP2,0.0047027946210433874,3.2695284,0.006790840925884828,1.4491729,4.359937371161995e-06,2.3335368580058926,0.1266139067175619,0.8488345237527574,139
THBS1,ITGA1,0.01928331198043731,0.073804304,0.021365333408118116,0.022517469,4.334813225322027e-06,2.3200898482549577,0.12771264912361646,0.8488345237527574,140
VEGFB,NRP1,0.002229114218302817,3.4921563,0.004299539588519682,2.7417603,4.286661213637644e-06,2.294317805106849,0.1298482509890042,0.8488345237527574,141
SEMA7A,ITGA1,0.01930610421669636,0.13430466,0.021375535303785397,0.01597993,4.2825450242105156e-06,2.2921147276483813,0.13003264711571316,0.8488345237527574,142
VEGFA,NRP1,0.0047222926837604835,1.8076879,0.006790913557988274,0.9810027,4.2791923212909465e-06,2.290320285395952,0.13018305647757744,0.8488345237527574,143
TGFB1,TGFBR2,0.012921502229757138,0.100049175,0.014986782736741533,0.054961007,4.265383572529718e-06,2.282929531480448,0.13080459443758596,0.8488345237527574,144
SEMA3C,NRP2,0.004652024994841288,3.478471,0.006712193884537836,1.1275749,4.2442958540735095e-06,2.271642908742631,0.1317601594979515,0.8488345237527574,145
IL6,SLC52A2,0.008174225700940488,0.74410105,0.010234330882913764,0.34796417,4.244033360793146e-06,2.271502416416122,0.1317721030530471,0.8488345237527574,146
LAMC1,ITGB3,0.00701059103569717,1.2616366,0.009057861331146267,0.4487087,4.191315662628233e-06,2.2432867148441824,0.13419546951242856,0.8488345237527574,147
EFNA5,PDGFRB,0.007517428691744772,0.75326055,0.00956294451317663,0.38399953,4.1841349757280475e-06,2.2394434491912825,0.13452939386482665,0.8488345237527574,148
SEMA3C,NRP1,0.004671522542212253,1.9232101,0.006712266514995181,0.7633003,4.164635962449845e-06,2.2290071373120353,0.13544085678329598,0.8488345237527574,149
LAMA5,ITGB3,0.01133128081280548,0.29749343,0.013363734364910803,0.106538504,4.130867441465546e-06,2.210933462933496,0.13703573020372373,0.8488345237527574,150
ICAM1,EGFR,0.0073312222873418605,0.57395405,0.009359750296986918,0.49157354,4.114925885914537e-06,2.2024011826997745,0.13779594418882224,0.8488345237527574,151
PTPN11,PDGFRB,0.0035121924773686337,2.6359563,0.005536710841837903,1.4923254,4.098674608073324e-06,2.1937031321078098,0.13857579746899762,0.8488345237527574,152
MUC1,LGALS3,0.005325256769474096,1.1813846,0.007349128726746503,1.006896,4.096057699433644e-06,2.1923025035563266,0.1387018376323237,0.8488345237527574,153
DCN,TGFB1,0.011327227846519312,0.14564154,0.013339784203961319,0.075323224,4.050383091880239e-06,2.1678564229988853,0.14092254734614873,0.8488345237527574,154
FGF2,ITGB3,0.01675557930449831,0.03876252,0.01876473248683256,0.01076265,4.036696510083836e-06,2.1605310555995123,0.14159574614467185,0.8488345237527574,155
FGF18,MST1R,0.014968875684800204,0.008179991,0.016977152952442485,0.010784399,4.033177583728745e-06,2.158647646813751,0.14176941431994083,0.8488345237527574,156
EFNA1,AXL,0.009839751954622951,0.30362812,0.011843793369924584,0.15088692,4.016181994244173e-06,2.1495512238357266,0.1426115693631287,0.8488345237527574,157
IL6,MET,0.013425970053445022,0.14209847,0.015429358229036563,0.054710194,4.013564182100005e-06,2.1481501117082553,0.14274178491903655,0.8488345237527574,158
PTPN11,MPZL1,0.0025169187125443954,2.810434,0.004517352172511449,2.6288,4.001734027755758e-06,2.1418183461694213,0.14333191248323351,0.8488345237527574,159
COL6A3,ITGB3,0.01615673456797537,0.062906794,0.01813569655595751,0.020301726,3.916290549878217e-06,2.0960870688757947,0.14767664199801933,0.8488345237527574,160
WNT7A,LDLR,0.0059076283419689755,0.9250631,0.00788094329973483,0.7340911,3.893971922542458e-06,2.0841416359316027,0.1488358625666476,0.8488345237527574,161
ACP6,HEXIM1,0.013376536842667132,0.084304355,0.015343604796671195,0.09363434,3.869356335669729e-06,2.070966818414981,0.15012632512623503,0.8488345237527574,162
VEGFB,FGFR1,0.00733697073722465,0.5750278,0.009297752132576427,0.48530942,3.84466368035766e-06,2.057750752130664,0.15143355505218048,0.8488345237527574,163
MFGE8,ITGB3,0.005642567762740129,3.612013,0.007601840753056662,1.479625,3.838750650583888e-06,2.0545859651750416,0.15174849956440983,0.8488345237527574,164
SPP1,ITGB3,0.005642567762740129,5.5670605,0.007601840753056662,2.1160898,3.838750650583888e-06,2.0545859651750416,0.15174849956440983,0.8488345237527574,165
IL32,ITGB3,0.005642809756030725,2.8506668,0.007601842625462172,0.65787053,3.837809783512807e-06,2.0540823918890188,0.15179868113010309,0.8488345237527574,166
VEGFA,FGFR1,0.009832427566527522,0.29765874,0.011789313783509312,0.17364386,3.829403666213301e-06,2.049583248235978,0.15224786003289814,0.8488345237527574,167
LGALS3BP,ITGB1,0.005608394090479059,4.161644,0.007563074298713518,4.235809,3.820774716463507e-06,2.044964839627586,0.1527105123902367,0.8488345237527574,168
FGF7,PLAU,0.010100452930936562,0.21275185,0.012053531444826876,0.17514624,3.8145156814199993e-06,2.041614862844391,0.1530470954524834,0.8488345237527574,169
VEGFB,ERBB2,0.012593442387225198,0.13236627,0.014540211019974754,0.09550536,3.7899081094575744e-06,2.0284443350886114,0.1543785579557564,0.8488345237527574,170
FGF2,PLAU,0.010372003177913848,0.18657517,0.012318364784606985,0.12433021,3.788323504009091e-06,2.0275962184977883,0.15446474668537336,0.8488345237527574,171
